# Torpedo AUV simulation export
# L = 1.6
# diam = 0.19
# massa = 31.029384975800244
# Cd = 0.42
# r44 = 0.3
# T_surge = 20
# T_sway = 20
# T_heave = 20
# zeta_roll = 0.3
# zeta_pitch = 0.8
# T_yaw = 1
# K_nomoto = 0.25
# T_nomoto = 1
# wn_d = 0.1
# zeta_d = 1
# r_max = 0.08726646259971647
# lam = 0.1
# phi_b = 0.1
# K_d = 0.5
# K_sigma = 0.05
# wn_d_z = 0.02
# Kp_z = 0.1
# T_z = 100.0
# Kp_theta = 5.0
# Kd_theta = 2.0
# Ki_theta = 0.3
# K_w = 5.0
# ref_z = 30.0
# ref_psi = 45.0
# ref_n = 1525
# V_c = 0.0
# beta_c = 0.0
# fin_CL = [0.5, 0.5, 0.7, 0.7]
# fin_area = [0.00665, 0.00665, 0.00665, 0.00665]
# thruster_nMax = 1525
# current_model_type = LogarithmicProfile
#
t_s,x_north_m,y_east_m,z_depth_m,phi_rad,theta_rad,psi_rad,u_ms,v_ms,w_ms,p_rads,q_rads,r_rads,delta_r_top_rad,delta_r_bottom_rad,delta_s_star_rad,delta_s_port_rad,n_cmd_rpm,delta_r_top_actual_rad,delta_r_bottom_actual_rad,delta_s_star_actual_rad,delta_s_port_actual_rad,n_actual_rpm
0.4600,0.173457,0.00038238,0.000709681,0.0377649,-0.0121822,-0.000122319,0.90378,0.000858077,-0.00308505,0.0910364,-0.0580573,0.0010873,-0.00297685,0.00297685,0.0476284,-0.0476284,1525,-0.00154916,0.00154916,0.0196713,-0.0196713,1516
0.4800,0.192481,0.000397273,0.0008708,0.0393586,-0.0133814,-0.000144418,0.951209,0.000727034,-0.00356186,0.0796698,-0.0599571,0.0011597,-0.00317138,0.00317138,0.0538196,-0.0538196,1525,-0.0018347,0.0018347,0.0252627,-0.0252627,1517.8
0.5000,0.212434,0.00040935,0.00105699,0.0407117,-0.0146141,-0.000168587,0.997686,0.000588355,-0.00406725,0.0676392,-0.061634,0.0012178,-0.00329159,0.00329159,0.0598893,-0.0598893,1525,-0.00210204,0.00210204,0.0309741,-0.0309741,1519.24
0.5200,0.233297,0.000418464,0.00127038,0.0418157,-0.0158756,-0.000194764,1.04319,0.000444831,-0.00459748,0.0551815,-0.06308,0.00125969,-0.00332832,0.00332832,0.065781,-0.065781,1525,-0.00233995,0.00233995,0.0367571,-0.0367571,1520.39
0.5400,0.25505,0.000424511,0.00151311,0.0426666,-0.0171613,-0.00022286,1.0877,0.000299211,-0.00514835,0.0425251,-0.0642876,0.00128394,-0.00327496,0.00327496,0.071436,-0.071436,1525,-0.00253762,0.00253762,0.0425619,-0.0425619,1521.31
0.5600,0.277672,0.000427425,0.0017873,0.0432649,-0.0184663,-0.000252757,1.1312,0.00015415,-0.00571525,0.0298857,-0.0652503,0.00128974,-0.00312775,0.00312775,0.0767953,-0.0767953,1525,-0.00268509,0.00268509,0.0483367,-0.0483367,1522.05
0.5800,0.301145,0.000427179,0.00209503,0.0436147,-0.0197854,-0.000284308,1.1737,1.21514e-05,-0.00629324,0.0174639,-0.0659628,0.00127689,-0.00288601,0.00288601,0.0817993,-0.0817993,1525,-0.00277362,0.00277362,0.0540284,-0.0540284,1522.64
0.6000,0.325446,0.00042378,0.00243837,0.0437242,-0.0211136,-0.000317341,1.21519,-0.000124479,-0.00687714,0.00544257,-0.0664209,0.00124583,-0.00255215,0.00255215,0.0863898,-0.0863898,1525,-0.0027961,0.0027961,0.0595826,-0.0595826,1523.11
0.6200,0.350557,0.000417265,0.00281928,0.0436046,-0.0224458,-0.00035166,1.25567,-0.000253672,-0.00746157,-0.00601525,-0.066622,0.00119765,-0.00213165,0.00213165,0.0905097,-0.0905097,1525,-0.00274731,0.00274731,0.064944,-0.064944,1523.49
0.6400,0.376457,0.000407702,0.00323969,0.0432701,-0.0237769,-0.000387044,1.29514,-0.000373633,-0.00804111,-0.0167673,-0.066565,0.00113399,-0.00163284,0.00163284,0.0941051,-0.0941051,1525,-0.00262418,0.00262418,0.0700572,-0.0700572,1523.79
0.6600,0.403126,0.000395181,0.00370141,0.0427371,-0.0251016,-0.000423248,1.33362,-0.000482868,-0.00861031,-0.0266933,-0.0662508,0.00105706,-0.00106667,0.00106667,0.0971256,-0.0971256,1525,-0.00242591,0.00242591,0.0748667,-0.0748667,1524.03
0.6800,0.430544,0.000379813,0.00420613,0.0420241,-0.0264148,-0.000460011,1.37112,-0.000580201,-0.00916386,-0.0356948,-0.0656823,0.000969512,-0.00044631,0.00044631,0.099526,-0.099526,1525,-0.00215406,0.00215406,0.0793185,-0.0793185,1524.23
0.7000,0.458693,0.000361728,0.00475544,0.0411512,-0.0277117,-0.000497054,1.40764,-0.000664789,-0.00969661,-0.0436956,-0.0648645,0.000874353,0.000213328,-0.000213328,0.101266,-0.101266,1525,-0.00181251,0.00181251,0.08336,-0.08336,1524.38
0.7200,0.487551,0.000341069,0.00535078,0.0401394,-0.0289874,-0.000534083,1.44319,-0.000736115,-0.0102037,-0.050641,-0.063805,0.000774845,0.000896105,-0.000896105,0.102314,-0.102314,1525,-0.00140734,0.00140734,0.0869413,-0.0869413,1524.51
0.7400,0.517101,0.000317992,0.00599342,0.0390105,-0.0302372,-0.000570793,1.4778,-0.000793991,-0.0106807,-0.0564973,-0.0625136,0.000674382,0.00158523,-0.00158523,0.102644,-0.102644,1525,-0.000946654,0.000946654,0.0900159,-0.0900159,1524.6
0.7600,0.547323,0.00029266,0.00668448,0.0377866,-0.0314567,-0.000606874,1.51148,-0.000838535,-0.0111235,-0.0612505,-0.0610028,0.000576366,0.00226386,-0.00226386,0.10224,-0.10224,1525,-0.000440277,0.000440277,0.0925416,-0.0925416,1524.68
0.7800,0.5782,0.000265242,0.0074249,0.0364896,-0.032642,-0.000642011,1.54423,-0.000870153,-0.0115288,-0.0649049,-0.0592875,0.000484085,0.00291569,-0.00291569,0.101093,-0.101093,1525,0.00010055,-0.00010055,0.0944812,-0.0944812,1524.75
0.8000,0.609712,0.00023591,0.00821541,0.0351411,-0.0337892,-0.000675892,1.57608,-0.000889511,-0.0118935,-0.0674818,-0.0573852,0.000400598,0.00352552,-0.00352552,0.0992068,-0.0992068,1525,0.000663578,-0.000663578,0.0958036,-0.0958036,1524.8
0.8200,0.641843,0.000204838,0.00905657,0.0337618,-0.0348951,-0.000708211,1.60704,-0.000897499,-0.0122156,-0.069018,-0.0553156,0.000328632,0.00407974,-0.00407974,0.0965923,-0.0965923,1525,0.00123597,-0.00123597,0.0964843,-0.0964843,1524.84
0.8400,0.674575,0.000172198,0.00994872,0.0323716,-0.0359567,-0.000738672,1.63714,-0.000895195,-0.0124934,-0.0695636,-0.0531007,0.000270497,0.00456678,-0.00456678,0.0932719,-0.0932719,1525,0.00180472,-0.00180472,0.0965059,-0.0965059,1524.87
0.8600,0.70789,0.000138159,0.010892,0.030989,-0.0369716,-0.000766993,1.66638,-0.000883821,-0.0127264,-0.0691805,-0.0507646,0.000228013,0.00497744,-0.00497744,0.0892776,-0.0892776,1525,0.00235713,-0.00235713,0.0958591,-0.0958591,1524.9
0.8800,0.741775,0.000102889,0.0118864,0.0296311,-0.0379388,-0.000792954,1.69492,-0.000864637,-0.0129159,-0.0679401,-0.048378,0.000201868,0.00530805,-0.00530805,0.0847527,-0.0847527,1525,0.0028812,-0.0028812,0.0945428,-0.0945428,1524.92
0.9000,0.776215,6.65481e-05,0.0129319,0.0283136,-0.0388579,-0.000816361,1.72278,-0.000838984,-0.013064,-0.0659227,-0.0459673,0.000192447,0.00555642,-0.00555642,0.079758,-0.079758,1525,0.00336657,-0.00336657,0.0925848,-0.0925848,1524.93
0.9200,0.811198,2.92896e-05,0.0140279,0.0270501,-0.0397288,-0.000837046,1.74997,-0.000808242,-0.0131734,-0.0632148,-0.0435557,0.000199663,0.00572269,-0.00572269,0.0743525,-0.0743525,1525,0.00380454,-0.00380454,0.0900194,-0.0900194,1524.95
0.9400,0.846711,-8.74037e-06,0.015174,0.0258526,-0.0405519,-0.00085487,1.7765,-0.000773787,-0.013247,-0.0599073,-0.041166,0.000222976,0.00580922,-0.00580922,0.0685985,-0.0685985,1525,0.00418817,-0.00418817,0.086886,-0.086886,1524.96
0.9600,0.88274,-4.7405e-05,0.0163696,0.0247314,-0.0413282,-0.000869726,1.8024,-0.00073697,-0.0132882,-0.0560933,-0.0388204,0.000261439,0.00582036,-0.00582036,0.0625607,-0.0625607,1525,0.00451238,-0.00451238,0.0832285,-0.0832285,1524.97
0.9800,0.919273,-8.65778e-05,0.0176138,0.0236945,-0.0420589,-0.000881534,1.82766,-0.000699084,-0.0133008,-0.051867,-0.0365397,0.000313763,0.00576218,-0.00576218,0.0563055,-0.0563055,1525,0.00477397,-0.00477397,0.079095,-0.079095,1524.97
1.0000,0.956297,-0.000126143,0.0189057,0.0227485,-0.0427458,-0.00089025,1.8523,-0.00066135,-0.0132885,-0.0473219,-0.0343438,0.000378383,0.00564209,-0.00564209,0.0498999,-0.0498999,1525,0.00497161,-0.00497161,0.0745371,-0.0745371,1524.98
1.0200,0.993801,-0.000165995,0.0202442,0.0218977,-0.0433908,-0.000895859,1.87634,-0.000624894,-0.0132558,-0.0425492,-0.0322508,0.00045353,0.00546855,-0.00546855,0.0434109,-0.0434109,1525,0.00510571,-0.00510571,0.0696097,-0.0696097,1524.98
1.0400,1.03177,-0.00020604,0.0216283,0.0211451,-0.0439965,-0.000898376,1.89978,-0.000590738,-0.0132067,-0.0376372,-0.0302775,0.000537309,0.00525068,-0.00525068,0.0369043,-0.0369043,1525,0.00517828,-0.00517828,0.0643699,-0.0643699,1524.99
1.0600,1.0702,-0.000246196,0.0230567,0.0204917,-0.0445654,-0.000897849,1.92264,-0.00055979,-0.0131459,-0.0326694,-0.0284384,0.000627765,0.00499793,-0.00499793,0.0304441,-0.0304441,1525,0.00519276,-0.00519276,0.0588768,-0.0588768,1524.99
1.0800,1.10907,-0.000286392,0.0245282,0.019937,-0.0451005,-0.00089435,1.94493,-0.000532841,-0.0130776,-0.0277241,-0.0267462,0.00072295,0.00471975,-0.00471975,0.0240917,-0.0240917,1525,0.00515379,-0.00515379,0.0531903,-0.0531903,1524.99
1.1000,1.14838,-0.000326568,0.0260415,0.0194793,-0.0456049,-0.00088798,1.96667,-0.00051056,-0.0130062,-0.0228734,-0.0252113,0.000820987,0.00442532,-0.00442532,0.0179047,-0.0179047,1525,0.00506698,-0.00506698,0.0473705,-0.0473705,1524.99
1.1200,1.1881,-0.000366674,0.0275954,0.0191152,-0.046082,-0.000878859,1.98785,-0.000493496,-0.0129361,-0.0181825,-0.0238421,0.000920115,0.00412327,-0.00412327,0.0119367,-0.0119367,1525,0.00493865,-0.00493865,0.0414774,-0.0414774,1524.99
1.1400,1.22824,-0.00040667,0.0291886,0.0188405,-0.0465352,-0.000867132,2.00851,-0.000482083,-0.0128713,-0.0137093,-0.0226443,0.00101874,0.00382151,-0.00382151,0.00623637,-0.00623637,1525,0.00477557,-0.00477557,0.0355692,-0.0355692,1525
1.1600,1.26878,-0.000446527,0.0308198,0.0186497,-0.046968,-0.000852959,2.02864,-0.000476646,-0.0128157,-0.00950388,-0.0216215,0.00111544,0.00352705,-0.00352705,0.000846884,-0.000846884,1525,0.00458476,-0.00458476,0.0297027,-0.0297027,1525
1.1800,1.30972,-0.000486223,0.0324878,0.0185368,-0.0473839,-0.000836513,2.04826,-0.000477405,-0.012773,-0.00560859,-0.0207749,0.00120903,0.0032459,-0.0032459,-0.00419447,0.00419447,1525,0.00437322,-0.00437322,0.0239315,-0.0239315,1525
1.2000,1.35103,-0.000525745,0.0341915,0.0184948,-0.0477864,-0.000817978,2.06737,-0.000484484,-0.0127463,-0.00205768,-0.0201034,0.00129854,0.00298304,-0.00298304,-0.00885668,0.00885668,1525,0.00414776,-0.00414776,0.0183063,-0.0183063,1525
1.2200,1.39271,-0.000565087,0.0359298,0.0185162,-0.0481789,-0.000797546,2.086,-0.000497921,-0.0127386,0.00112247,-0.0196035,0.00138322,0.00274233,-0.00274233,-0.0131153,0.0131153,1525,0.00391481,-0.00391481,0.0128737,-0.0128737,1525
1.2400,1.43476,-0.00060425,0.0377016,0.0185934,-0.0485648,-0.00077541,2.10415,-0.000517675,-0.0127525,0.00391324,-0.0192698,0.00146254,0.00252663,-0.00252663,-0.0169525,0.0169525,1525,0.00368032,-0.00368032,0.00767591,-0.00767591,1525
1.2600,1.47716,-0.000643242,0.0395061,0.0187184,-0.0489472,-0.000751764,2.12184,-0.000543634,-0.0127901,0.00630345,-0.0190949,0.00153619,0.00233778,-0.00233778,-0.0203573,0.0203573,1525,0.00344958,-0.00344958,0.00275022,-0.00275022,1525
1.2800,1.5199,-0.000682073,0.0413424,0.0188829,-0.0493291,-0.000726798,2.13906,-0.000575624,-0.0128529,0.00828901,-0.0190697,0.00160402,0.00217673,-0.00217673,-0.0233252,0.0233252,1525,0.00322722,-0.00322722,-0.00187129,0.00187129,1525
1.3000,1.56298,-0.00072076,0.0432097,0.0190791,-0.0497133,-0.000700695,2.15584,-0.000613421,-0.0129423,0.00987245,-0.0191833,0.00166607,0.00204362,-0.00204362,-0.0258582,0.0258582,1525,0.00301712,-0.00301712,-0.00616208,0.00616208,1525
1.3200,1.60638,-0.000759322,0.0451075,0.019299,-0.0501024,-0.000673629,2.17218,-0.000656752,-0.013059,0.0110624,-0.0194235,0.00172252,0.00193791,-0.00193791,-0.0279643,0.0279643,1525,0.00282242,-0.00282242,-0.0101013,0.0101013,1525
1.3400,1.6501,-0.000797781,0.0470352,0.0195351,-0.0504985,-0.000645761,2.18809,-0.000705308,-0.0132033,0.0118729,-0.0197771,0.00177365,0.00185848,-0.00185848,-0.0296574,0.0296574,1525,0.00264552,-0.00264552,-0.0136739,0.0136739,1525
1.3600,1.69413,-0.00083616,0.0489924,0.0197801,-0.0509038,-0.000617238,2.20359,-0.000758749,-0.013375,0.0123231,-0.0202301,0.00181982,0.00180377,-0.00180377,-0.0309565,0.0309565,1525,0.00248811,-0.00248811,-0.0168706,0.0168706,1525
1.3800,1.73846,-0.000874484,0.0509788,0.0200273,-0.0513198,-0.000588193,2.21868,-0.000816711,-0.0135738,0.012436,-0.0207675,0.00186149,0.00177189,-0.00177189,-0.0318854,0.0318854,1525,0.00235124,-0.00235124,-0.0196878,0.0196878,1525
1.4000,1.78308,-0.000912777,0.0529942,0.0202706,-0.0517479,-0.00055874,2.23338,-0.000878813,-0.0137985,0.0122385,-0.0213745,0.00189913,0.00176071,-0.00176071,-0.0324718,0.0324718,1525,0.00223537,-0.00223537,-0.0221273,0.0221273,1525
1.4200,1.82799,-0.000951063,0.0550385,0.0205042,-0.0521893,-0.000528976,2.24768,-0.000944661,-0.0140481,0.01176,-0.0220357,0.00193325,0.00176795,-0.00176795,-0.032747,0.032747,1525,0.00214044,-0.00214044,-0.0241962,0.0241962,1525
1.4400,1.87318,-0.000989366,0.0571117,0.0207233,-0.0526448,-0.00049898,2.26161,-0.00101386,-0.0143209,0.0110323,-0.0227363,0.00196436,0.00179131,-0.00179131,-0.0327448,0.0327448,1525,0.00206594,-0.00206594,-0.0259064,0.0259064,1525
1.4600,1.91863,-0.00102771,0.0592138,0.0209235,-0.0531147,-0.000468811,2.27517,-0.001086,-0.014615,0.0100887,-0.0234616,0.00199296,0.00182844,-0.00182844,-0.0325009,0.0325009,1525,0.00201101,-0.00201101,-0.0272741,0.0272741,1525
1.4800,1.96435,-0.0010661,0.061345,0.0211012,-0.0535994,-0.000438511,2.28836,-0.0011607,-0.0149285,0.00896311,-0.0241977,0.00201953,0.00187709,-0.00187709,-0.0320523,0.0320523,1525,0.0019745,-0.0019745,-0.0283194,0.0283194,1525
1.5000,2.01033,-0.00110457,0.0635055,0.0212533,-0.0540988,-0.000408107,2.30121,-0.00123756,-0.015259,0.00768996,-0.0249315,0.00204454,0.00193509,-0.00193509,-0.0314366,0.0314366,1525,0.00195502,-0.00195502,-0.029066,0.029066,1525
1.5200,2.05655,-0.00114312,0.0656956,0.0213777,-0.0546126,-0.000377606,2.31372,-0.00131623,-0.0156041,0.00630325,-0.0256508,0.00206842,0.00200037,-0.00200037,-0.0306909,0.0306909,1525,0.00195103,-0.00195103,-0.0295401,0.0295401,1525
1.5400,2.10302,-0.00118176,0.0679155,0.0214728,-0.0551403,-0.000347001,2.32589,-0.00139635,-0.0159615,0.00483616,-0.0263449,0.00209156,0.00207104,-0.00207104,-0.0298518,0.0298518,1525,0.0019609,-0.0019609,-0.0297703,0.0297703,1525
1.5600,2.14972,-0.0012205,0.0701656,0.0215375,-0.0556811,-0.000316274,2.33773,-0.0014776,-0.0163286,0.00332059,-0.0270039,0.00211432,0.00214534,-0.00214534,-0.0289542,0.0289542,1525,0.00198293,-0.00198293,-0.0297866,0.0297866,1525
1.5800,2.19665,-0.00125934,0.0724463,0.0215715,-0.0562343,-0.000285392,2.34926,-0.00155968,-0.016703,0.00178672,-0.0276197,0.00213703,0.00222164,-0.00222164,-0.028031,0.028031,1525,0.00201541,-0.00201541,-0.0296201,0.0296201,1525
1.6000,2.2438,-0.00129826,0.074758,0.021575,-0.0567988,-0.000254313,2.36049,-0.00164231,-0.0170821,0.000262684,-0.0281854,0.00215996,0.00229852,-0.00229852,-0.0271129,0.0271129,1525,0.00205666,-0.00205666,-0.0293023,0.0293023,1525
1.6200,2.29117,-0.00133727,0.077101,0.0215487,-0.0573735,-0.000222986,2.37141,-0.00172528,-0.0174638,-0.00122574,-0.0286957,0.00218338,0.00237466,-0.00237466,-0.0262273,0.0262273,1525,0.00210503,-0.00210503,-0.0288644,0.0288644,1525
1.6400,2.33876,-0.00137635,0.0794758,0.0214938,-0.0579573,-0.000191355,2.38204,-0.00180836,-0.0178457,-0.00265534,-0.0291466,0.00220749,0.00244894,-0.00244894,-0.0253986,0.0253986,1525,0.00215896,-0.00215896,-0.028337,0.028337,1525
1.6600,2.38655,-0.00141548,0.0818828,0.0214119,-0.0585488,-0.000159358,2.39239,-0.0018914,-0.018226,-0.00400567,-0.0295358,0.00223248,0.00252037,-0.00252037,-0.024648,0.024648,1525,0.00221695,-0.00221695,-0.0277493,0.0277493,1525
1.6800,2.43453,-0.00145464,0.0843222,0.0213048,-0.0591469,-0.000126929,2.40246,-0.00197427,-0.0186026,-0.00525915,-0.0298621,0.00225851,0.00258809,-0.00258809,-0.0239928,0.0239928,1525,0.00227764,-0.00227764,-0.0271291,0.0271291,1525
1.7000,2.48272,-0.0014938,0.0867945,0.0211748,-0.0597502,-9.40033e-05,2.41226,-0.00205688,-0.018974,-0.00640114,-0.0301257,0.0022857,0.00265142,-0.00265142,-0.0234467,0.0234467,1525,0.00233973,-0.00233973,-0.0265018,0.0265018,1525
1.7200,2.53109,-0.00153293,0.0892999,0.0210244,-0.0603577,-6.05142e-05,2.4218,-0.00213918,-0.0193388,-0.00741991,-0.0303282,0.00231413,0.00270981,-0.00270981,-0.02302,0.02302,1525,0.00240207,-0.00240207,-0.0258908,0.0258908,1525
1.7400,2.57965,-0.001572,0.0918388,0.0208562,-0.0609679,-2.6397e-05,2.43109,-0.00222113,-0.0196958,-0.00830668,-0.0304719,0.00234388,0.00276283,-0.00276283,-0.0227191,0.0227191,1525,0.00246361,-0.00246361,-0.0253166,0.0253166,1525
1.7600,2.62838,-0.00161097,0.0944114,0.020673,-0.06158,8.41014e-06,2.44013,-0.00230275,-0.0200439,-0.00905545,-0.0305605,0.00237497,0.00281022,-0.00281022,-0.0225473,0.0225473,1525,0.00252346,-0.00252346,-0.0247971,0.0247971,1525
1.7800,2.67729,-0.0016498,0.0970178,0.0204775,-0.0621928,4.39653e-05,2.44894,-0.00238408,-0.0203826,-0.00966295,-0.0305981,0.00240741,0.00285182,-0.00285182,-0.0225046,0.0225046,1525,0.00258081,-0.00258081,-0.0243471,0.0243471,1525
1.8000,2.72638,-0.00168846,0.0996583,0.0202727,-0.0628055,8.03222e-05,2.45751,-0.00246518,-0.0207113,-0.0101284,-0.0305897,0.0024412,0.00288763,-0.00288763,-0.022588,0.022588,1525,0.00263501,-0.00263501,-0.0239786,0.0239786,1525
